Ticker,Company,Sector,MarketCapCategory,Group
OLAELEC.NS,Ola Electric Mobility Ltd.,Automobile and Auto Components,SmallCap,NiftySmallcap250
OLECTRA.NS,Olectra Greentech Ltd.,Automobile and Auto Components,SmallCap,NiftySmallcap250
ONESOURCE.NS,Onesource Specialty Pharma Ltd.,Healthcare,SmallCap,NiftySmallcap250
PCBL.NS,PCBL Chemical Ltd.,Chemicals,SmallCap,NiftySmallcap250
PGEL.NS,PG Electroplast Ltd.,Consumer Durables,SmallCap,NiftySmallcap250
PNBHOUSING.NS,PNB Housing Finance Ltd.,Financial Services,SmallCap,NiftySmallcap250
PTCIL.NS,PTC Industries Ltd.,Capital Goods,SmallCap,NiftySmallcap250
PVRINOX.NS,PVR INOX Ltd.,Media Entertainment & Publication,SmallCap,NiftySmallcap250
PARADEEP.NS,Paradeep Phosphates Ltd.,Chemicals,SmallCap,NiftySmallcap250
PFIZER.NS,Pfizer Ltd.,Healthcare,SmallCap,NiftySmallcap250
PWL.NS,Physicswallah Ltd.,Consumer Services,SmallCap,NiftySmallcap250
PINELABS.NS,Pine Labs Ltd.,Financial Services,SmallCap,NiftySmallcap250
PIRAMALFIN.NS,Piramal Finance Ltd.,Financial Services,SmallCap,NiftySmallcap250
PPLPHARMA.NS,Piramal Pharma Ltd.,Healthcare,SmallCap,NiftySmallcap250
POLYMED.NS,Poly Medicure Ltd.,Healthcare,SmallCap,NiftySmallcap250
POONAWALLA.NS,Poonawalla Fincorp Ltd.,Financial Services,SmallCap,NiftySmallcap250
PFOCUS.NS,Prime Focus Ltd.,Media Entertainment & Publication,SmallCap,NiftySmallcap250
RRKABEL.NS,R R Kabel Ltd.,Capital Goods,SmallCap,NiftySmallcap250
RBLBANK.NS,RBL Bank Ltd.,Financial Services,SmallCap,NiftySmallcap250
RHIM.NS,RHI MAGNESITA INDIA LTD.,Capital Goods,SmallCap,NiftySmallcap250
RITES.NS,RITES Ltd.,Construction,SmallCap,NiftySmallcap250
RAILTEL.NS,Railtel Corporation Of India Ltd.,Telecommunication,SmallCap,NiftySmallcap250
RAINBOW.NS,Rainbow Childrens Medicare Ltd.,Healthcare,SmallCap,NiftySmallcap250
RKFORGE.NS,Ramkrishna Forgings Ltd.,Automobile and Auto Components,SmallCap,NiftySmallcap250
REDINGTON.NS,Redington Ltd.,Services,SmallCap,NiftySmallcap250
RPOWER.NS,Reliance Power Ltd.,Power,SmallCap,NiftySmallcap250
SBFC.NS,SBFC Finance Ltd.,Financial Services,SmallCap,NiftySmallcap250
SAGILITY.NS,Sagility Ltd.,Information Technology,SmallCap,NiftySmallcap250
SAILIFE.NS,Sai Life Sciences Ltd.,Healthcare,SmallCap,NiftySmallcap250
SAMMAANCAP.NS,Sammaan Capital Ltd.,Financial Services,SmallCap,NiftySmallcap250
SAPPHIRE.NS,Sapphire Foods India Ltd.,Consumer Services,SmallCap,NiftySmallcap250
SARDAEN.NS,Sarda Energy and Minerals Ltd.,Metals & Mining,SmallCap,NiftySmallcap250
SAREGAMA.NS,Saregama India Ltd,Media Entertainment & Publication,SmallCap,NiftySmallcap250
SCHNEIDER.NS,Schneider Electric Infrastructure Ltd.,Capital Goods,SmallCap,NiftySmallcap250
SCI.NS,Shipping Corporation of India Ltd.,Services,SmallCap,NiftySmallcap250
SHYAMMETL.NS,Shyam Metalics and Energy Ltd.,Capital Goods,SmallCap,NiftySmallcap250
SIGNATURE.NS,Signatureglobal (India) Ltd.,Realty,SmallCap,NiftySmallcap250
SOBHA.NS,Sobha Ltd.,Realty,SmallCap,NiftySmallcap250
SONACOMS.NS,Sona BLW Precision Forgings Ltd.,Automobile and Auto Components,SmallCap,NiftySmallcap250
SONATSOFTW.NS,Sonata Software Ltd.,Information Technology,SmallCap,NiftySmallcap250
STARHEALTH.NS,Star Health and Allied Insurance Company Ltd.,Financial Services,SmallCap,NiftySmallcap250
SUMICHEM.NS,Sumitomo Chemical India Ltd.,Chemicals,SmallCap,NiftySmallcap250
SUNTV.NS,Sun TV Network Ltd.,Media Entertainment & Publication,SmallCap,NiftySmallcap250
SPLPETRO.NS,Supreme Petrochem Ltd.,Chemicals,SmallCap,NiftySmallcap250
SWANCORP.NS,Swan Corp Ltd.,Chemicals,SmallCap,NiftySmallcap250
SYNGENE.NS,Syngene International Ltd.,Healthcare,SmallCap,NiftySmallcap250
SYRMA.NS,Syrma SGS Technology Ltd.,Capital Goods,SmallCap,NiftySmallcap250
TBOTEK.NS,TBO Tek Ltd.,Consumer Services,SmallCap,NiftySmallcap250
TATACHEM.NS,Tata Chemicals Ltd.,Chemicals,SmallCap,NiftySmallcap250
TATATECH.NS,Tata Technologies Ltd.,Information Technology,SmallCap,NiftySmallcap250
TTML.NS,Tata Teleservices (Maharashtra) Ltd.,Telecommunication,SmallCap,NiftySmallcap250
TECHNOE.NS,Techno Electric & Engineering Company Ltd.,Construction,SmallCap,NiftySmallcap250
TEGA.NS,Tega Industries Ltd.,Capital Goods,SmallCap,NiftySmallcap250
TEJASNET.NS,Tejas Networks Ltd.,Telecommunication,SmallCap,NiftySmallcap250
TENNIND.NS,Tenneco Clean Air India Ltd.,Automobile and Auto Components,SmallCap,NiftySmallcap250
RAMCOCEM.NS,The Ramco Cements Ltd.,Construction Materials,SmallCap,NiftySmallcap250
TIMKEN.NS,Timken India Ltd.,Capital Goods,SmallCap,NiftySmallcap250
TITAGARH.NS,Titagarh Rail Systems Ltd.,Capital Goods,SmallCap,NiftySmallcap250
TARIL.NS,Transformers And Rectifiers (India) Ltd.,Capital Goods,SmallCap,NiftySmallcap250
TRAVELFOOD.NS,Travel Food Services Ltd.,Consumer Services,SmallCap,NiftySmallcap250
TRIDENT.NS,Trident Ltd.,Textiles,SmallCap,NiftySmallcap250
TRITURBINE.NS,Triveni Turbine Ltd.,Capital Goods,SmallCap,NiftySmallcap250
UCOBANK.NS,UCO Bank,Financial Services,SmallCap,NiftySmallcap250
UTIAMC.NS,UTI Asset Management Company Ltd.,Financial Services,SmallCap,NiftySmallcap250
URBANCO.NS,Urban Company Ltd.,Consumer Services,SmallCap,NiftySmallcap250
USHAMART.NS,Usha Martin Ltd.,Capital Goods,SmallCap,NiftySmallcap250
VTL.NS,Vardhman Textiles Ltd.,Textiles,SmallCap,NiftySmallcap250
VIJAYA.NS,Vijaya Diagnostic Centre Ltd.,Healthcare,SmallCap,NiftySmallcap250
WELCORP.NS,Welspun Corp Ltd.,Capital Goods,SmallCap,NiftySmallcap250
WELSPUNLIV.NS,Welspun Living Ltd.,Textiles,SmallCap,NiftySmallcap250
WHIRLPOOL.NS,Whirlpool of India Ltd.,Consumer Durables,SmallCap,NiftySmallcap250
WOCKPHARMA.NS,Wockhardt Ltd.,Healthcare,SmallCap,NiftySmallcap250
ZFCVINDIA.NS,ZF Commercial Vehicle Control Systems India Ltd.,Automobile and Auto Components,SmallCap,NiftySmallcap250
ZEEL.NS,Zee Entertainment Enterprises Ltd.,Media Entertainment & Publication,SmallCap,NiftySmallcap250
ZENTEC.NS,Zen Technologies Ltd.,Capital Goods,SmallCap,NiftySmallcap250
ZENSARTECH.NS,Zensar Technolgies Ltd.,Information Technology,SmallCap,NiftySmallcap250
ZYDUSWELL.NS,Zydus Wellness Ltd.,Fast Moving Consumer Goods,SmallCap,NiftySmallcap250
ECLERX.NS,eClerx Services Ltd.,Services,SmallCap,NiftySmallcap250
